label,rating,review
negtive,1,I've bought/applied many Zagg glass screen protectors in my time| Usually| they are fantastic| This was not the case this time| The screen on an S7 is slightly curved on the edge (obviously not as much as the S7 edge)| but a curve| none-the-less| is present|The screen protector is just slightly too large and does not lay flush with the screen on the extreme edges| Its not terribly noticeable| but considering you'll be looking at the phone all the time| it will start to bother you|
positive,5,As with the several phones I have had these on in the past| this screen protector has saved my actual screen from a great deal of damage| This was a replacement for the same protector that I have had on the phone for about 18 months now| While the protector was broken on most of the corners| it did its job perfectly|The protector WILL NOT seat on the edges of the Galaxy S7 because the screen is slightly rounded right at the edge| This does not affect the protection| though|
negtive,1,The majority was right| I was hoping the sides coming unattached/up would be minimal and I would just deal with it since I liked the idea of having the glass version of a screen protector| WRONG||||| the worst product I've had yet| Sides came up| which then moved inward - to the point that only the center section of the screen had the adhesive sticking| Heed the warnings| do not purchase! The only saving grace is the companies replacement warranty| which was used to replace it with a new option of screen protection|
negtive,1,This screen protector is very pricey and should be perfect for the price| Unfortunately| it is far from it| As other reviews have stated| the edges of the screen protector do not adhere to the screen because of the slight curve| It also does not reach to the edge of the screen to protect all of the front| I should have kept my receipt because this product is not worth buying at all|
negtive,1,Clarity and touch is great UNTIL it cracks on the edge| For me it was the "swipe screen to unlock" that did it| And then the hairline cracks start to appear and then it just becomes unusual| The clarity is pointless at this point| It started after only a couple of months| A huge disappointment and waste of money! I emailed zagg & they said they'd replace it with the same one|||the curved one is on backorder| This product should be RECALLED & best buy should refund the purchase price| Bestbuy says to contact ZAGG| :(
positive,5,This is the best "insurance" you can ever buy to protect your phone's screen! I have dropped my phone on multiple occasions and at least twice I thought I had cracked the screen||||nope| it was only the screen protector which Zagg cheerfully replaced| Do not waist your money buying a less expensive product because as they say| "you get what you pay for"| Also| in addition to the protection of the screen| the product reduces glare and allows for easy cleaning of smudges and fingerprints| Again| BEST accessory for a phone!
positive,5,I had another similar product which also worked great| but I beat it up pretty bad while my phone was in a Fanny Pack| I thought I actually broke the glass so I went to a Phone repair shop| They directed me to Best Buy after telling me it was the cover not the Glass I damaged| Best Buy installed it and until now I forgot I even bought it| Its great and barely know its there| Recommend for sure and recommend the Professional Install!
negtive,1,This is my first time buying a glass screen protector|| an probably my last| I've always gotten invisableshield but never the glass| Stick with the non-glass ones and you'll never be disappointed| I currently have 3 cracks and scratches and I can't remember dropping it ever in the last 3 months I've had it| any more than like 2/3 ft and it's already trashed|| Not very thrilled| It does NOT fit the galaxy 7 very well and there's a huge lift around the screen causing dust an junk to get in and make it look dirty|
negtive,2,I used it for some time| BUT I should have listened to the sales person who warned me that it does not fit perfectly on my SAMSUNG GALAXY S7 Cell Phone| It had a 2mm ring around the whole display| where it did not attach to the glass screen| which is curved backwards| I wanted some protection against scratches| so I left it on until these edge| which did not bend to the form of the glass| collected to much dirt and i removed it|So| 2 points for the time it worked|BUT: Do NOT use it for the SAMSUNG GALAXY S7 !!!
negtive,3,I had read how the standard S7 has a rounded screen near the edges and that tempered glass protectors weren't fitting quite right| I was assured by BRB that this wasn't true for this protector| Well it is| So the left and right edges have 2-3 mm line along each edge that looks like a bubble but is just the curvature in the screen| It doesn't affect anything but I was upset that the staff was either misinformed| Still I would rather have my screen protected than not so I kept it| Shouldn't cost as much as it does or the poor aesthetics|
positive,5,My Samsung 7 was going on 2 years and developed several cracks in the protective glass screen| I went to Best Buy (BB) to see what types of glass screens they had| The member of the staff recommended I go with the ZAGG Invisible Shield Glass| Not only was it a drastic improvement in the clarity of the screen but I saved a considerable amount because it was on sale| It was also worth the cost of having BB install the glass as they did a truly superb job| Another well done for Best Buy!!
negtive,1,As nearly ever reviewer has noted| the flat design does not fit the curvature of the glass on the edges of the Galaxy S7| From their web site| I can see that they are working on a new one| I understand that this happens when products are produced without the exact specifications| I get that| But I sincerely hope that I will not have to pay an additional $40 (or more!) to buy the same product that I thought I was buying the first time|
negtive,3,It's great for protecting my phone screen from getting scratched| but honestly for the price I payed for this I don't like the way it collects dust and dirt around the edges one of the corners seems to want to come up and now I have a Crack in the bottom with a piece that's ready to break off right down by my button| This isn't supposed to Crack or break and I haven't done anything to it so I don't understand especially since it does have a case around it| So for the enormous price I wouldn't do this one again|
negtive,2,I BOUGHT THIS SCREEN COVER BECAUSE THE SALESPERSON SAID THEY WERE GOOD AND I HAD BOUGHT A THINNER CASE| SO I WANTED THE EXTRA PROTECTION FOR MY SCREEN| HOWEVER| WITHIN DAYS| THE SCREEN HAD SCRATCHES ON IT FROM SLIDING IT IN AND OUT OF PURSE| I GUESS| I'VE IT A LITTLE OVER 2 MONTHS NOW AND THE SIDES OF THE SCREEN COVER ARE CRACKING OFF| AT LEAST IT'S THE COVER AND NOT THE ACTUAL PHONE| BUT FOR THE PRICE| I WISH I WOULD'VE JUST BOUGHT THE CHEAPER ONES I CAN AFFORD TO REPLACE EVERY FEW MONTHS INSTEAD|||
negtive,1,I bought this for my new s7 after having great experiences with other Zagg glass screen protectors on other phones and tablets| I installed it on my phone| but it never really looked right|||I noticed the edges were blurry and I was getting lint and other fuzzies stuck to the edge of the screen protector| I then read reviews on BestBuy|com and saw that many other people were having the same problems| I pulled the screen protector off my phone and returned it to my local store| I'll wait for Zagg to release the curved version!
negtive,2,I had never had a tempered glass cover before just screen protectors| Got phone out of purse one day||and the tempered glass cover was cracked| At that point I had never dropped my phone or had it in any situation that would have caused that "shattering" of the screen protector| That being said if there was a situation and I was unaware my screen was totally untouched| However| I went back to screen protectors only not the tempered glass| Suppsed to have Gorilla glass anyway so I am saving my $$$
positive,4,Got a new phone and repurchase this for my new phone| Both my husband and I had them for are old phones and we never broke our screen| We did have to replace it once on my phone (my preschooler launched my phone)| and 2 times for my husband (he's just hard on stuff| construction/mechanic)| Just make sure you register with Zagg right away saves time looking for the receipt later| All in all $5|99 for replacement (shipping) way better than new screen protector or new phone because the screens broken|
positive,5,I returned a screen protector that I had bought when I first got my new phone| That protector was supposed to fit my phone but kept coming up around the edges| Went into the Best Buy Tracy and I talked to the department manager she determined that the problem was with the protector that I previously had purchased| She installed the new protector and I immediately saw a difference| She refunded me for my old one and completed the sale of the new one| Surprised my wife and I as to the professional service we received|
negtive,1,This product would be acceptable if it fit the phone screen properly| Left and right sides of screen protector do not match the contour of phone screen (you can see a "border" where the screen protector does not contact the phone screen)| This in turn causes the screen protector to interfere with the phone case on the lower corners -- screen protector peels up on lower corners|Bottom line| something this expensive needs to fit properly|
negtive,1,Right after I bought it because of the stupid design| The sides cracked| They just came out with the correct design called the curve that covers the whole thing| What an upgrade that one is AWESOME! But forget about getting your phone wet| Learned the hard way| Once you put on the curve model and get it wet| You will need to use the warranty as the water stays between the zagg and the glass of the phone| $3|99 and got a new one on the way| So make sure you don't buy this one for the S7| You need the s7 curve model !
negtive,3,For a think piece of glass film| it is pricey| It doesn't appear to affect the touch screen and is able to stay relatively clean and clear (smudge resistant)| It protects the screen well; cracked in multiple places when dropped but my screen was undamaged| The limited lifetime warranty helps so you can get a replacement if the glass cracks but the shipping fees are expensive for the free replacement| Customer service for ZAGG has been great regarding the replacement|
negtive,1,I have loved the glass products for my iPhones| This one for the Galaxy S7 did not live up to expectations| Even though my phone is not the S7 Edge the screen has a slight curve at the edges| Since this Glass screen cover is rigid it does not follow the curve around the perimeter of the screen leaving a 2mm gap| I realize that 2mm is not much| but I would expect a product that is listed as being for this particular phone would have a perfect fit|
negtive,1,In less than 30 days of use| this item is cracked and there are 4 shattered edges| When the edges shatter| they are sharp| like glass| A piece got stuck in my finger and it was difficult to extract| I do not abuse my items| as the last similar product I had (different brand) lasted for over 2 years without any damage| I have not idea why this product is so fragile| The clarity is very good but the product itself is too fragile for general use| I will need to return it for credit or replacement|
negtive,1,I love the concept| but the execution is poor| Perhaps it is unrealistic to expect anything different| but if you are going to provide a screen shield for a phone with a slightly beveled edge| I would expect it either to work with the bevel or stop short| so that the shield fully adheres to the screen| This was never the case and I even paid extra to have it professionally installed at Best Buy| From the very first| the edges didn't adhere and began collecting dust| making my phone seem dirty| I finally gave up on it|
negtive,3,The Samsung S7 has a slight curve on the edges which make this glass protector not fit properly| It does not adhere properly as mine cracked within a few days and I don't drop or mishandle my phone| My son also has the same phone| but he has a heavy duty Otter Box case and his has not cracked| He is more abusive with his phone| Hopefully they have corrected the glass screen by now as I have had it about 6 months now| Zagg does offer lifetime warranty| so they do replace it| you just pay for shipping cost|
positive,5,my old screen protector cracked when I rolled onto it doing some work in the garage with a bolt in my pocket| the device screen was untouched| so| this purchase was pretty mindless| the young woman that helped me knew exactly what I needed and installed it quickly and perfectly| the screen is perfect and use is flawless| with regard to the touchscreen performance| I would purchase this again in a heartbeat and track down the young woman that helped me anytime I am in the store|
negtive,1,Not only does it not contour to the screen of my phone but it also cracks very easily| I have only had it a week and it has 3 cracks| I know how one happened| when it hit the countertop in the bathroom when I was putting it down| No idea about the other 2| Very disappointing since I decided to pay more for quality| Product is registered with Zagg but I don't even want a replacement if it's just going to break again and again| They still make you pay shipping and handling for a poorly made product|
negtive,1,I was very excited to see that zagg had the screen protectors out early this launch| but when I got home and put on the screen I noticed it didn't fully adhere to the edges of the screen| Went back to return it right away| Their "pro" at putting on protectors said it was placed perfectly and he didn't know why it was lifting| Got my money back and went to an actual zagg store where they said that the curved glass won't be coming out for a bit|
positive,4,The screen does it job| I won't argue that| but it isn't like the video trailer describing the product claimed| Hammers and fireworks weren't supposed to damage this| It's supposed to be military grade| but on the bottom right corner| not even a week after putting it on| my teeth (not even a hard bite)| cracks it| A drop to the ground made a half circle crack| The phone is protected (to my knowledge)| but the screen shouldn't be damaged from this| Not if it was as described|
negtive,1,Purchased this product at the recommendation of a Best Buy employee| who had used it on another phone|When I installed it| i noticed the edges would did not make contact with the phone| The S7 has a downward slope around the edge of the screen and because this product is not flexible| it can't wrap around the screen|Very disappointed with this product| it really should be pulled off the store shelves|
positive,5,With the high price of cell phones today| it pays to invest in a screen protector| I have used the plastic screen protectors in the past and found that they make the screen a little cloudy and the images are not crystal clear| This time I purchased the tempered glass protector and I am very pleased with it| The screen looks perfectly clear and you don't even realize that there is a screen protector on| The tempered glass may cost a little more| but it is worth it and Zagg always stands by their products|
negtive,2,I left the store with this applied| Because it is glass| it has no flexibility and the surface of the s7 seems to have somewhat rounded edges so it leaves this shield lifted up just a hair on the edges| It cracked EVERY SINGLE TIME the screen hit something in my bag or pocket| ZAGG was great| super warranty but seriously do you want to replace it every week? Go with a ZAGG top of the line screen protector made with military grade components-best screen protector ever!
negtive,3,Normally I swear by Zagg products| I have purchased many Zagg screen protectors| at least 3 Zagg keyboards| and one pair of Zagg earphones| Before now| I would give every product 5 stars| But this screen protector is the first that began peeling up after only 2 weeks| We let the Best Buy employee apply the protector| so perhaps they did something wrong| We have not yet contacted Zagg for a replacement| I expect that their customer service will be excellent as it has been in the past|
positive,5,I dropped my phone and it landed face down on a concrete pad| The screen protector cracked in many places| BUT save my phone screen from even the slightest nick| Way Cool! I went and purchased another one at the store due to not wanting my phone unprotected while waiting on the shipping time| then went through the process of paying $7|00 for shipping to get another protector from ZAGG| I then returned the replacement protector to the store for a credit back to my account|
negtive,3,Zagg glass worked wonderfully on my S5| However| on the S7 the glass doesn't lay flat on the edges| There appears to be a slight curve to the edge of the screen which prevents the Zagg protector from adhering on the sides| I don't know if this will affect the performance of the screen protector| or if it is only a cosmetic problem| Zagg protectors have worked well in the past(for me)| so I'm keeping it on the screen for now| I would recommend Zagg products but not this one for the S7|
negtive,3,I have this protector on my S7| As far as touch and swiping| works fine| No major scratches detected| Problem is there is a halo effect on the outer edge of the screen protector| Quite noticeable at first| but you get use to it| That halo problem becomes another issue when the edge of the protector cracks!!! The phone is fine| but the screen protector is now cracked at the edge| which makes me wonder if the warranty is worth a d**n| Has the screen protector become compromised at this point?
negtive,3,After trying generic glass screen protectors that were terrible| I decided to bite the bullet and get the very expensive ZAGG branded protector| I think the price is far too high compared to their competitors| but I digress| My main quarrel with this protector is that it collects dirt and lint on the edges since the screen is rounded| Not sure if ANY screen protector can full cover the new Galaxy phones| and I find that to be very unfortunate| Otherwise| this protector mostly gets the job done|
negtive,2,I'm on my second one in a month| The first was applied by the BB sales guy on my S7 standard| He said that it would seal on the edges overnight| but that never happened| It cracked within 3 weeks| I used the lifetime warranty and got another from Zagg (had to pay $5 shipping)| I applied the new one and it's the same thing| My guess is that there is a minuscule curve on the edges of the screen and the Zagg glass won't bend to seal|Don't bother with this product|
negtive,3,Best Buy staff put the screen protector on my phone and there were a couple small bubbles| I recently noticed that the screen protector has some large scratches on it| The phone is usually in a pocket in my purse or on the counter| There is nothing in that pocket of my purse where the phone is and there is no zipper on that pocket (it is made for a cell phone) and it hasn't fallen or anything to scratch it like that| Not sure how good that fortified tempered glass construction is|
negtive,2,Not to great of a product| 1st you had to pay the price then pay to have a warranty| then it is extra for them to put the glass on the phone| I didn't pay extra to have it placed on on my phone for me as I thought it would be simple to put on|||||||WRONG ANSWER! Now my warranty apparently doesn't cover any of it| Wasted money| like if that is the policy| then please advise your customer| Thanks for the heads up!
negtive,3,There is another review about how this protector doesn't lay against the phone| the edges are lifted| I took a chance and that review is true| I like how the protector is thicker| which provides better protections but since Samsung S7 (not the edge) screens rounds off at the edges| this protector doesn't seal all the way| it'll do for now until i pick up a thinner one that has more flexibility|
positive,5,I bought my new phone and put this on it to protect the screen| Of course I dropped my phone a few times before i got a case that I liked| The glass took the brunt of the drops| This screen did crack after dropping the phone a few times but just around the edge| My phone was perfect though| Zagg honored their warranty and a replacement was quickly sent out to me without a lot of hassle| Now I am back to a perfect phone again| Well worth the price for the lifetime warranty that comes with this|
negtive,1,Zagg usually makes excellent screen protectors| but this one misses the mark| I followed the instructions precisely and on a brand new phone| since this is the auto-recommended screen protector when you buy at best buy| and the edges never adhered| It's also just enough smaller than the phone that there is space between it and the edges of my very typical case| After two weeks of light use| the protector started shattering around the edges|
negtive,1,I have always bought ZAGG and have always loved it| until this item| I never leave reviews either but was so disappointed| I had to warn future consumers| This screen protector doesn't touch the right or left side and is currently just collecting dust| ZAGG says it was "made for the curve of the phone" and it obviously was not| otherwise every review wouldn't be complaining about this| Waste of $40! DO NOT BUY!
negtive,1,I bought this when I got my Samsung Galaxy S7 and it had a crack in one of the edges within the first day of just being in my pocket| Since than| the the cracks have spread all along the bottom| and there are chips out of the screen protector all along the edges| They also didn't account for the slight curve of the screen on the S7| and this lets dirt and dust build up along the sides of the screen| For $40| this should have held up way better| very disappointed|
positive,5,I have used this tempered glass screen protectors on all my phones| They really do keep your screen from getting broken| Dropped my phone many times| I have never cracked my phones screen| I have cracked the glass | but never my phones glass| They will replace it through their online site| It's warrantied for life| I have sent the old one back and received a new one for like 4|99 shipping charge only| You only have to send the old one back| so don't throw it away|
negtive,2,I bought this screen protector and after dropping my phone from about 1 ft off the ground| the screen protector cracked| I received my replacement with my lifetime warranty| however the new protector cracked on the edge just from being in my bag| It's nice that you are able to replace it| just having to pay shipping| However| it's quite inconvenient having to go thru the process 2 time in just under 1 month| I'd stick with a screen protector that isn't made of this glass-like plastic|
positive,4,They all broke and cracked| including the last one I had put on my phone| I just feel that for the phone I have| the screen protector should have a little more flexibility| Each time I tried taking the cover off of my phone| the screen protector cracked to pieces| However| this is the best one for my phone| so I just think that because my phone is beveled| not many options are available| I have always used this brand and have had no issues|
negtive,2,The Zagg cover for the Samsung Galaxy S7 is probably Zagg's worst product - ever| It's size is correct| but Zagg didn't seem to anticipate the curved edges of the S7 screen| So| even with a phone case| dust or pocket fuzz will get under the edges of the Zagg glass| Not sure how this will play out long term| but if you want the added comfort to protect your screen| then buy one| If you'd rather send a message to Zagg that this isn't up to their [high set] standard| then don't|
negtive,2,When the shield was applied there was a fine line around the edges that remained dry no matter what we did| It is slowly getting larger| I have registered the product on Zagg and will pursue a replacement| A post found online for this product had similar problem and was noted that some Best Buy stores had an incorrect product for the Samsung Galaxy S7| Hoping for a resolution for replacement from Zagg so althoough it seems like an ok product| no recommendation yet|
negtive,3,The glass is flat but the screen is curved at the edge so the glass does not adhere to the screen edge-to-edge| Any pressure on the side of the glass causes it to lose contact with the screen| This also happened with the case I purchased in the store| It pressed against the side of the glass| I bought a UAG (Urban Armor Gear) case that is rigid around the glass and doesn't touch the screen| I still have a "halo" around the sreen edge| but it disappears when the screen is active|
negtive,3,The screen protector cracked within a week of purchasing and I was not mishandling my phone| Surprised for a product that offers a lifetime guarantee| It's still on my phone and does protect the screen from scratches so haven't bothered returning to get a replacement| Also seems overpriced for what it is (just a thin piece of plastic - seems like it would cost only pennies to produce - the kind of thing used as packaging that you would just throw away)|
positive,4,This is a very pricey cover| especially since it doesn't cover the entire glass like my original| It is also not making good contact on the edge (yes| it is the correct model for my phone)| Best Buy tech warned me that this was normal for the glass| Even so| the glass is very smooth and phone is more responsive than with the original glass I purchased| Overall| it does what it is meant to and haven't had any problems with it|
negtive,1,Had best buy install the glass shield| Had some concern because it is glass but the best buy salesman convinced me it was great| Next day it was cracking on edges| before long the screen was cracking everywhere| Can't return to best buy| tried but "customer service"was so sorry| we don't stand behind our products| go deal with  Zagg| However their return process is ok and let me exchange the glass shield for a plastic one which works great|
positive,5,I'm very happy with this great product| This was highly recommended by our Best Buy Rep| who also gladly and expertly installed it| It offers durable and lasting protection for my iPhone| which is a major investment for me| My wife and family have used this on their phones and this company has stood behind their replacement policies| So Between my family & Best Buy Rep recommendations| it was an easy decision to invest in this extra protection|
negtive,1,Bought yesterday and had it installed by best buy employee| Was told that the edges of protector would adhere overnight| Woke up to use phone and edge of protector cracked from light finger pressure| Will be returning today| Stay away until they make a product that works with the slight screen couture of the s7|
negtive,1,I've used this product before on several phones and it's been fantastic| However| because the edges of the screen on the S7 are slightly curved| and the glass is apparently not| there is a small gap between the two that causes "shadowing" along the edges and after a couple days of light usage the edges will begin to chip away| This not only looks bad but causes a sharp edge that will catch on everything and could cause injured fingers|
negtive,1,The screen does not fit the phone at all| It cracks on the corners easily| I have only had the screen protector for a month and had to replace it once because the corner cracked then cracked across the whole screen| The second on I got the corner cracked and I even have a case on the phone| This product is junk and I would not tell anyone to purchase these| I was a hugh Zagg fan in the past and have always purchased them for my phones but never again|
negtive,3,I have always heard good things about the zagg screen protectors| so I decided to buy one when I got my s7| Worked well for about a week| then I noticed a scratch that went almost down the whole screen| Just from being in my purse| and possibly my keys were against it| Not good for claiming to be "scratch resistant|" I already ordered my warranty replacement screen| If you buy this definitely register it! If this second screen scratches I'm changing brands for sure|
negtive,1,i was super excited about this screen protector| because with the built in water resistance of the Galaxy S7| i knew all i would have to worry about is bumps and scratches| however| after application exactly according to the instructions| the glass peeled up around the edges| it did not conform to the shape of the screen| very disappointing| that said| best buy customer service was excellent and upon seeing why i was dissatisfied| refunded the purchase
negtive,3,The shield worked for a Samsung7 but I have the edge| They stop making them for the Edge so I decided to try one for the 7| It worked but did not protect the EDGE of the phone| It also caused a delay when i touched the screen| Since the shield didnt fit the edges it collected a lot of dirt and looked old| I ended up taking off the shield and getting a flimsy screen protector; which only protects the screen against scratches not drops
negtive,2,The screen protector does not fit the curvature of the phone| There is a halo around the edge of it that attracts dirt and dust particles| Screen protector was damaged when trying to use the Gear VR| Not sure if this was due to dirt under the edge or not| Needed a screen protector at the time| but if I would have known the fit I would have probably choose another protector| The company was supposedly going to make a new protector so it fits properly|
negtive,3,My girlfriend has it on her Samsung galaxy s7 (not edge)| I noticed that I believe because the edges of the phone are slightly curved while the screen is not that the glass is not completely flush with the screen| the other day she said she hit her finger on the screen by accident and she now has a small chip on the very top of the screen protector| it is a good product you just need to be careful with it| I would personally buy the glass curve the next time|
negtive,3,So my favorite part about ZAGG is that they have an awesome warranty setup| Seems in part because they really need to| The protectors work| but they are fragile and sometimes don't properly adhere to the device| The adhering to the case is the issue that I experienced where it won't properly adhere to the edges| They're cool about sending another though| so we'll see if the second one has an easier time|
positive,4,I think that this product is a good sense of protection for my new Galaxy S7| but I wish the edges of the screen protector would have stayed adhered to the glass surface| The edges are a bit cloudy due to the protector not staying adhered to the glass| I even paid $7 for Best Buy employees to install the protector| Maybe I will take it back and ask them to fix it| Other than that it is a great product and I feel good about investing in this product|
negtive,1,Don't buy for the S7! I was told how great the Zagg Glass Screen was| Unfortunately| I started seeing cracks along the edges and I hadn't dropped my phone| When I went back to Best Buy (where it was purchased and installed)| I was told that could happen if it was bumped against something| I pushed back and the sales people finally confirmed with the Samsung rep that there was a known defect between the design of the S7 and the design of the Glass Screen|
positive,4,I have used zagg screen protectors and always been happy| Purchased 2 Galaxy's S7's and zagg invisibleshield glass protectors| Within two weeks screen protector was coming loose on one phone and ended up breaking| On both phones the glass protectors does not make contact with the curvature of the phone on the sides of the screen| Luckily one of the phones has a case that covers the sides so screen protector can't catch on anything|
negtive,1,This screen protector is a lot of money for a screen protector| It is not worth buying! The glass does not cover the edges at all! It collects more lint then my dryer can| It is very bad and I am very disappointed! I bought 4 screen protectors from zagg prior to this one| They all fit great! This one does not fit well| Find another screen protector this one will make your phone ugly|
positive,5,This was a lifesaver for my wife! She got a cracked screen from a student at her school she works at and so after she got the screen replaced she bought this product and the same thing happened again except this time the Zagg cracked and not the screen! You got a full replacement on the screen protector and she's back in business! I recommend this to anyone who needs extra protection on their phone screen!
negtive,1,I purchased the glass screen as a recommendation from the sales associate| Paid the $8 to have him put it on| Within two weeks| it is peeling off and the edges have splintered and cracked in three different places| I hope Zagg will stand behind their warranty| but I also hope Best Buy will take accountability for a poor placement on the phone as well| Not worth paying for the glass| I never had issues with the plastic shield for 3 years|
positive,4,There's been no noticeable decrease in touch sensitivity after applying the thick protector| And it is THICK| so unless you go at it with a saw| you're not going to scratch the screen underneath|The only imperfection is around the edges| The S7 (not the Edge version) still has a slight slope around its edges| which this protector will not adhere to| This leaves a small amount of room for dust or lint to get in there and get stuck to the adhesive|
negtive,1,I had a Zagg glass protector for my Galaxy S5 and it served me well saving my phone many times| When I upgraded to the S7 Edge I quickly bought this Zagg screen protector| The edges keep peeling; the included activator doesn't hold the protector's edges; the protector is so thin that it is pretty much impossible to squeeze out all the air bubbles| It's like cutting a piece of Saran or Glad Wrap and sticking it on the phone's screen|
negtive,3,This screen protector is 85% great| Even though I have the standard S7| there is a small curve on each side built into the screen| This screen protector does not match this contour| so there are strips on each side of the screen without the screen protector adhering| So far| I have not had an issue getting buildup under these edges| but there is a color difference between where the screen protector touches and does not touch the screen|
negtive,2,I bought two new phones and this Zagg product for each phone| Now three months later both Zagg screens are toast| One has a crack running from top to bottom of the screen| The other has several fractures that started at the edge of the screen and spread into the center| I know that my phone (one of the two phones) has never been dropped| In addition| it is in an Otter case for safety| Yet the Zagg shield is cracked from top to bottom|
positive,4,I tried another glass screen protector and the fit was terrible|||it didn't fit the edges and started peeling off from the top edges from the start| Had to replace within 3 months| This screen protector sticks to screen|||but the entire rim looks like it has a uniform amount of air under it although besides for getting dust under it| it's still a better fit for an ill designed screen on the S7|
positive,5,I was warned the edges of the glass would lift and it would be annoying| I can see a lifted edge on my protector probably measuring 3 millimeters| It doesn't bother me at all The screen is equally as clear with the glass| it is equally as sensitive as without and I am happy with this product| I love that if the company comes out with a new Zagg cover that does not lift at the edges| I will be able to replace it with the new one|
negtive,1,I paid $7|99 for someone at Best Buy to put it on and $29|99 for the product| After two days it started to crack along the edges| I went back to Best Buy and due to the flu I didn't get there within the time frame so they had me call the company| The company was wonderful and sent me a new glass shield free of charge| The shield on my old phone is in perfect condition after 3 years but it is plastic| not tempered glass|
positive,5,This is the first time I went with this type of screen protector| So far so good| I am glad the company offers life time warranty| I upgraded 2 phones that day and decided that better quality accessories are worth a try| We registered the protector immediately after the purchase and hope to never use the warranty| but with teenagers and busy life styles something tells me we will eventually :)
positive,4,Have had this for a few months now| so far no cracks except for a small chip in the top corner where my phone landed (in an otterbox case as well) I do like the sensitivity it provides| however| the Samsung S7 has a slightly curved screen| so dont expect this to reach the edges (sides)| mine is a little less than 1/8 inch down the sides from making contact w the factory glass|Still well worth it if you can get it on sale|
positive,5,I have used Zagg Shields for many years| I have always had great luck with their product| Being a very busy person and often grabbing up a pile of things and heading out the door is common for me| This can cause problems when it comes to protecting the screen of your cell phone| I have dropped my phone countless times from carpet to concrete floors| Throughout these my screen has been saved by the Zagg shield|
negtive,3,You buy this when want to be sure your screen is protected and never want to buy another screen protector| This one has a lifetime warranty|On the downside| the edges of my phone screen are rounded| so this protector doesn't fit perfectly and dust tends to collect under the sides| It's also very expensive| but that's why there's a warranty| I have also heard that it does its job well| being the thing that cracks instead of your screen|
positive,4,I was told this provides better protection on my screen| I assume it has but it is cracked in 4 different places| I feel like I haven't been rough with it and the cracks have all come on different days| My phone is really only about a month old| That being said| the protector is cracked| but my real screen is protected and that is was it is designed to do|||||protect||||||I also like how easy it is to get a warrantied replacement|
negtive,3,The Galaxy S7 has an uneven front screen around the edges of the phone and I have been through 3 of these glass screens already because they start cracking from the outside in| I've got to take this one off| because it is cracking from the outside corner again| I think I am going to try the plastic instead of the glass| Never had a problem with the glass screens before| I actually prefer them| just not for the S7|
negtive,3,I bought this glass screen protector and it crack the screen protector 2 days later| It looked like my screen was cracked| But they have unlimited replacement warrenty through zagg company| So that was great| My BF also bought the same glass proctector and it cracked on him as well| He replaced it and it cracked again| Its clear on the screen| Your phone is protector | Just hopefully we dont have to keep replaceing the screen protectors|
negtive,3,Bought this product based on good experience with Zagg glass covers fro my S7| Unfortunately the sides of the screen curve a little bit and the cover will not adhere there| I keep my phone in a case| so other than it being a cosmetic issue| it has caused me no problems| No edge cracking yet| I would NOT use this cover without at case though| Zagg needs to find a fix and not just say to use a worthless polymer screen cover|
positive,4,Thick enough to prevent the screen from cracking and instead cracks itself if necessary| But it does have a life time warranty that is a bit of a head ache to get a new 1 if it does break| Better than the cheep screen protectors though| Gave it a 4 due to the halo effects it has on my s7 (not the edge)| Mainly shows when the phone is off or dark| I can bairly see it while using the phone| Overall| the product servers it purpose!
positive,5,My little girl loves to carry around my phone and even though its a glass screen protector it still works extremely well| I had a co worker that couldnt understand why i have it| I promptly picked my phone up and dropped it on the cement floor| She gasped loudly and when she saw there was no damage done to my phone i gave her a thats why look| I love not having to worry about my screen getting shattered if my phone is dropped|
positive,5,Hands down the best product in this category| Zagg has been continuously perfecting their craft since the beginning| They don't interfere with cases and you hardly notice they are installed| But| they add the highest level of protection for your screen| When ever I take it off| the screen looks brand new| They also have great customer service and provide replacements as part of the warranty|
negtive,2,First zagg screen I've bought that I'm not satisfied with| They didn't make this to fit the slightly curved screen edges on the Galaxy S7| so it just cracks| It's holding up ok where it does fit flush| and I've dropped my phone with no damage| But it has cracks where it's not flush and I have a feeling it will continue to crack until I have to replace the whole thing| Hopefully they make another one to fix this issue|
negtive,2,This screen protector was selected by the sales associate| and as stated on the package by the manufacturer| is for the Galaxy s7| It protects well and feels smooth with no bubbles|||sort of| The edges of this screen cover do not exactly fit the edges of the s7 (not the s7 edge) and its works fine but it is slightly disappointing| I think that Zagg has since released a new one and admitted that Opps this didn't quite fit|
positive,4,I upgraded to a Galaxy S7| three weeks later I went to California to visit family| We went on a tour and as I was leaving the bus I dropped my phone face down and the screen cracked| I never cracked a screen before| So with much paranoia and many reviews I decided to purchase this to protect my phone| So far it's great| I can rest know that my screen is protected and this protector has a lifetime guarantee|
negtive,3,I've had this same screen protector for my past phones and loved it| The ONLY thing that I don't like about this one for the Galaxy S7 is that the sides don't completely adhere to the phone| About 4mm not sticking to the phone|||as if the phone is beveled| So| when grabbing my phone with another item in my hand| the part not adhered cracked| Still better protection than without it|||and it offers keeping great sensitivity for touch|
