review,label
Not to great of a product 1st you had to pay the price then pay to have a warranty then it is extra for them to put the glass on the phone I didnt pay extra to have it placed on on my phone for me as I thought it would be simple to put onWRONG ANSWER Now my warranty apparently doesnt cover any of it Wasted money like if that is the policy then please advise your customer Thanks for the heads up ,positive
There is another review about how this protector doesnt lay against the phone the edges are lifted I took a chance and that review is true I like how the protector is thicker which provides better protections but since Samsung S7 not the edge screens rounds off at the edges this protector doesnt seal all the way itll do for now until i pick up a thinner one that has more flexibility ,positive
I bought my new phone and put this on it to protect the screen Of course I dropped my phone a few times before i got a case that I liked The glass took the brunt of the drops This screen did crack after dropping the phone a few times but just around the edge My phone was perfect though Zagg honored their warranty and a replacement was quickly sent out to me without a lot of hassle Now I am back to a perfect phone again Well worth the price for the lifetime warranty that comes with this ,positive
Zagg usually makes excellent screen protectors but this one misses the mark I followed the instructions precisely and on a brand new phone since this is the autorecommended screen protector when you buy at best buy and the edges never adhered Its also just enough smaller than the phone that there is space between it and the edges of my very typical case After two weeks of light use the protector started shattering around the edges ,positive
I have always bought ZAGG and have always loved it until this item I never leave reviews either but was so disappointed I had to warn future consumers This screen protector doesnt touch the right or left side and is currently just collecting dust ZAGG says it was made for the curve of the phone and it obviously was not otherwise every review wouldnt be complaining about this Waste of 40 DO NOT BUY ,negative
I bought this when I got my Samsung Galaxy S7 and it had a crack in one of the edges within the first day of just being in my pocket Since than the the cracks have spread all along the bottom and there are chips out of the screen protector all along the edges They also didnt account for the slight curve of the screen on the S7 and this lets dirt and dust build up along the sides of the screen For 40 this should have held up way better very disappointed ,negative
I have used this tempered glass screen protectors on all my phones They really do keep your screen from getting broken Dropped my phone many times I have never cracked my phones screen I have cracked the glass but never my phones glass They will replace it through their online site Its warrantied for life I have sent the old one back and received a new one for like 499 shipping charge only You only have to send the old one back so dont throw it away ,negative
I bought this screen protector and after dropping my phone from about 1 ft off the ground the screen protector cracked I received my replacement with my lifetime warranty however the new protector cracked on the edge just from being in my bag Its nice that you are able to replace it just having to pay shipping However its quite inconvenient having to go thru the process 2 time in just under 1 month Id stick with a screen protector that isnt made of this glasslike plastic ,negative
They all broke and cracked including the last one I had put on my phone I just feel that for the phone I have the screen protector should have a little more flexibility Each time I tried taking the cover off of my phone the screen protector cracked to pieces However this is the best one for my phone so I just think that because my phone is beveled not many options are available I have always used this brand and have had no issues ,negative
The Zagg cover for the Samsung Galaxy S7 is probably Zaggs worst product ever Its size is correct but Zagg didnt seem to anticipate the curved edges of the S7 screen So even with a phone case dust or pocket fuzz will get under the edges of the Zagg glass Not sure how this will play out long term but if you want the added comfort to protect your screen then buy one If youd rather send a message to Zagg that this isnt up to their high set standard then dont ,positive
When the shield was applied there was a fine line around the edges that remained dry no matter what we did It is slowly getting larger I have registered the product on Zagg and will pursue a replacement A post found online for this product had similar problem and was noted that some Best Buy stores had an incorrect product for the Samsung Galaxy S7 Hoping for a resolution for replacement from Zagg so althoough it seems like an ok product no recommendation yet ,negative
The glass is flat but the screen is curved at the edge so the glass does not adhere to the screen edgetoedge Any pressure on the side of the glass causes it to lose contact with the screen This also happened with the case I purchased in the store It pressed against the side of the glass I bought a UAG Urban Armor Gear case that is rigid around the glass and doesnt touch the screen I still have a halo around the sreen edge but it disappears when the screen is active ,negative
The screen protector cracked within a week of purchasing and I was not mishandling my phone Surprised for a product that offers a lifetime guarantee Its still on my phone and does protect the screen from scratches so havent bothered returning to get a replacement Also seems overpriced for what it is just a thin piece of plastic seems like it would cost only pennies to produce the kind of thing used as packaging that you would just throw away ,negative
This is a very pricey cover especially since it doesnt cover the entire glass like my original It is also not making good contact on the edge yes it is the correct model for my phone Best Buy tech warned me that this was normal for the glass Even so the glass is very smooth and phone is more responsive than with the original glass I purchased Overall it does what it is meant to and havent had any problems with it ,positive
Had best buy install the glass shield Had some concern because it is glass but the best buy salesman convinced me it was great Next day it was cracking on edges before long the screen was cracking everywhere Cant return to best buy tried but customer servicewas so sorry we dont stand behind our products go deal with Zagg However their return process is ok and let me exchange the glass shield for a plastic one which works great ,positive
Im very happy with this great product This was highly recommended by our Best Buy Rep who also gladly and expertly installed it It offers durable and lasting protection for my iPhone which is a major investment for me My wife and family have used this on their phones and this company has stood behind their replacement policies So Between my family Best Buy Rep recommendations it was an easy decision to invest in this extra protection ,positive
Bought yesterday and had it installed by best buy employee Was told that the edges of protector would adhere overnight Woke up to use phone and edge of protector cracked from light finger pressure Will be returning today Stay away until they make a product that works with the slight screen couture of the s7 ,positive
Ive used this product before on several phones and its been fantastic However because the edges of the screen on the S7 are slightly curved and the glass is apparently not there is a small gap between the two that causes shadowing along the edges and after a couple days of light usage the edges will begin to chip away This not only looks bad but causes a sharp edge that will catch on everything and could cause injured fingers ,positive
The screen does not fit the phone at all It cracks on the corners easily I have only had the screen protector for a month and had to replace it once because the corner cracked then cracked across the whole screen The second on I got the corner cracked and I even have a case on the phone This product is junk and I would not tell anyone to purchase these I was a hugh Zagg fan in the past and have always purchased them for my phones but never again ,negative
I have always heard good things about the zagg screen protectors so I decided to buy one when I got my s7 Worked well for about a week then I noticed a scratch that went almost down the whole screen Just from being in my purse and possibly my keys were against it Not good for claiming to be scratch resistant I already ordered my warranty replacement screen If you buy this definitely register it If this second screen scratches Im changing brands for sure ,negative
i was super excited about this screen protector because with the built in water resistance of the Galaxy S7 i knew all i would have to worry about is bumps and scratches however after application exactly according to the instructions the glass peeled up around the edges it did not conform to the shape of the screen very disappointing that said best buy customer service was excellent and upon seeing why i was dissatisfied refunded the purchase ,negative
The shield worked for a Samsung7 but I have the edge They stop making them for the Edge so I decided to try one for the 7 It worked but did not protect the EDGE of the phone It also caused a delay when i touched the screen Since the shield didnt fit the edges it collected a lot of dirt and looked old I ended up taking off the shield and getting a flimsy screen protector which only protects the screen against scratches not drops ,negative
The screen protector does not fit the curvature of the phone There is a halo around the edge of it that attracts dirt and dust particles Screen protector was damaged when trying to use the Gear VR Not sure if this was due to dirt under the edge or not Needed a screen protector at the time but if I would have known the fit I would have probably choose another protector The company was supposedly going to make a new protector so it fits properly ,negative
My girlfriend has it on her Samsung galaxy s7 not edge I noticed that I believe because the edges of the phone are slightly curved while the screen is not that the glass is not completely flush with the screen the other day she said she hit her finger on the screen by accident and she now has a small chip on the very top of the screen protector it is a good product you just need to be careful with it I would personally buy the glass curve the next time ,positive
So my favorite part about ZAGG is that they have an awesome warranty setup Seems in part because they really need to The protectors work but they are fragile and sometimes dont properly adhere to the device The adhering to the case is the issue that I experienced where it wont properly adhere to the edges Theyre cool about sending another though so well see if the second one has an easier time ,positive
I think that this product is a good sense of protection for my new Galaxy S7 but I wish the edges of the screen protector would have stayed adhered to the glass surface The edges are a bit cloudy due to the protector not staying adhered to the glass I even paid 7 for Best Buy employees to install the protector Maybe I will take it back and ask them to fix it Other than that it is a great product and I feel good about investing in this product ,positive
Dont buy for the S7 I was told how great the Zagg Glass Screen was Unfortunately I started seeing cracks along the edges and I hadnt dropped my phone When I went back to Best Buy where it was purchased and installed I was told that could happen if it was bumped against something I pushed back and the sales people finally confirmed with the Samsung rep that there was a known defect between the design of the S7 and the design of the Glass Screen ,negative
I have used zagg screen protectors and always been happy Purchased 2 Galaxys S7s and zagg invisibleshield glass protectors Within two weeks screen protector was coming loose on one phone and ended up breaking On both phones the glass protectors does not make contact with the curvature of the phone on the sides of the screen Luckily one of the phones has a case that covers the sides so screen protector cant catch on anything ,negative
This screen protector is a lot of money for a screen protector It is not worth buying The glass does not cover the edges at all It collects more lint then my dryer can It is very bad and I am very disappointed I bought 4 screen protectors from zagg prior to this one They all fit great This one does not fit well Find another screen protector this one will make your phone ugly ,negative
This was a lifesaver for my wife She got a cracked screen from a student at her school she works at and so after she got the screen replaced she bought this product and the same thing happened again except this time the Zagg cracked and not the screen You got a full replacement on the screen protector and shes back in business I recommend this to anyone who needs extra protection on their phone screen ,positive
I purchased the glass screen as a recommendation from the sales associate Paid the 8 to have him put it on Within two weeks it is peeling off and the edges have splintered and cracked in three different places I hope Zagg will stand behind their warranty but I also hope Best Buy will take accountability for a poor placement on the phone as well Not worth paying for the glass I never had issues with the plastic shield for 3 years ,negative
Theres been no noticeable decrease in touch sensitivity after applying the thick protector And it is THICK so unless you go at it with a saw youre not going to scratch the screen underneathThe only imperfection is around the edges The S7 not the Edge version still has a slight slope around its edges which this protector will not adhere to This leaves a small amount of room for dust or lint to get in there and get stuck to the adhesive ,negative
I had a Zagg glass protector for my Galaxy S5 and it served me well saving my phone many times When I upgraded to the S7 Edge I quickly bought this Zagg screen protector The edges keep peeling the included activator doesnt hold the protectors edges the protector is so thin that it is pretty much impossible to squeeze out all the air bubbles Its like cutting a piece of Saran or Glad Wrap and sticking it on the phones screen ,positive
This screen protector is 85 great Even though I have the standard S7 there is a small curve on each side built into the screen This screen protector does not match this contour so there are strips on each side of the screen without the screen protector adhering So far I have not had an issue getting buildup under these edges but there is a color difference between where the screen protector touches and does not touch the screen ,negative
I bought two new phones and this Zagg product for each phone Now three months later both Zagg screens are toast One has a crack running from top to bottom of the screen The other has several fractures that started at the edge of the screen and spread into the center I know that my phone one of the two phones has never been dropped In addition it is in an Otter case for safety Yet the Zagg shield is cracked from top to bottom ,negative
I tried another glass screen protector and the fit was terribleit didnt fit the edges and started peeling off from the top edges from the start Had to replace within 3 months This screen protector sticks to screenbut the entire rim looks like it has a uniform amount of air under it although besides for getting dust under it its still a better fit for an ill designed screen on the S7 ,positive
I was warned the edges of the glass would lift and it would be annoying I can see a lifted edge on my protector probably measuring 3 millimeters It doesnt bother me at all The screen is equally as clear with the glass it is equally as sensitive as without and I am happy with this product I love that if the company comes out with a new Zagg cover that does not lift at the edges I will be able to replace it with the new one ,positive
I paid 799 for someone at Best Buy to put it on and 2999 for the product After two days it started to crack along the edges I went back to Best Buy and due to the flu I didnt get there within the time frame so they had me call the company The company was wonderful and sent me a new glass shield free of charge The shield on my old phone is in perfect condition after 3 years but it is plastic not tempered glass ,positive
This is the first time I went with this type of screen protector So far so good I am glad the company offers life time warranty I upgraded 2 phones that day and decided that better quality accessories are worth a try We registered the protector immediately after the purchase and hope to never use the warranty but with teenagers and busy life styles something tells me we will eventually ,positive
Have had this for a few months now so far no cracks except for a small chip in the top corner where my phone landed in an otterbox case as well I do like the sensitivity it provides however the Samsung S7 has a slightly curved screen so dont expect this to reach the edges sides mine is a little less than 18 inch down the sides from making contact w the factory glassStill well worth it if you can get it on sale ,positive
I have used Zagg Shields for many years I have always had great luck with their product Being a very busy person and often grabbing up a pile of things and heading out the door is common for me This can cause problems when it comes to protecting the screen of your cell phone I have dropped my phone countless times from carpet to concrete floors Throughout these my screen has been saved by the Zagg shield ,positive
You buy this when want to be sure your screen is protected and never want to buy another screen protector This one has a lifetime warrantyOn the downside the edges of my phone screen are rounded so this protector doesnt fit perfectly and dust tends to collect under the sides Its also very expensive but thats why theres a warranty I have also heard that it does its job well being the thing that cracks instead of your screen ,negative
I was told this provides better protection on my screen I assume it has but it is cracked in 4 different places I feel like I havent been rough with it and the cracks have all come on different days My phone is really only about a month old That being said the protector is cracked but my real screen is protected and that is was it is designed to doprotectI also like how easy it is to get a warrantied replacement ,positive
The Galaxy S7 has an uneven front screen around the edges of the phone and I have been through 3 of these glass screens already because they start cracking from the outside in Ive got to take this one off because it is cracking from the outside corner again I think I am going to try the plastic instead of the glass Never had a problem with the glass screens before I actually prefer them just not for the S7 ,negative
I bought this glass screen protector and it crack the screen protector 2 days later It looked like my screen was cracked But they have unlimited replacement warrenty through zagg company So that was great My BF also bought the same glass proctector and it cracked on him as well He replaced it and it cracked again Its clear on the screen Your phone is protector Just hopefully we dont have to keep replaceing the screen protectors ,positive
Bought this product based on good experience with Zagg glass covers fro my S7 Unfortunately the sides of the screen curve a little bit and the cover will not adhere there I keep my phone in a case so other than it being a cosmetic issue it has caused me no problems No edge cracking yet I would NOT use this cover without at case though Zagg needs to find a fix and not just say to use a worthless polymer screen cover ,negative
Thick enough to prevent the screen from cracking and instead cracks itself if necessary But it does have a life time warranty that is a bit of a head ache to get a new 1 if it does break Better than the cheep screen protectors though Gave it a 4 due to the halo effects it has on my s7 not the edge Mainly shows when the phone is off or dark I can bairly see it while using the phone Overall the product servers it purpose ,negative
My little girl loves to carry around my phone and even though its a glass screen protector it still works extremely well I had a co worker that couldnt understand why i have it I promptly picked my phone up and dropped it on the cement floor She gasped loudly and when she saw there was no damage done to my phone i gave her a thats why look I love not having to worry about my screen getting shattered if my phone is dropped ,positive
Hands down the best product in this category Zagg has been continuously perfecting their craft since the beginning They dont interfere with cases and you hardly notice they are installed But they add the highest level of protection for your screen When ever I take it off the screen looks brand new They also have great customer service and provide replacements as part of the warranty ,positive
First zagg screen Ive bought that Im not satisfied with They didnt make this to fit the slightly curved screen edges on the Galaxy S7 so it just cracks Its holding up ok where it does fit flush and Ive dropped my phone with no damage But it has cracks where its not flush and I have a feeling it will continue to crack until I have to replace the whole thing Hopefully they make another one to fix this issue ,negative
This screen protector was selected by the sales associate and as stated on the package by the manufacturer is for the Galaxy s7 It protects well and feels smooth with no bubblessort of The edges of this screen cover do not exactly fit the edges of the s7 not the s7 edge and its works fine but it is slightly disappointing I think that Zagg has since released a new one and admitted that Opps this didnt quite fit ,positive
I upgraded to a Galaxy S7 three weeks later I went to California to visit family We went on a tour and as I was leaving the bus I dropped my phone face down and the screen cracked I never cracked a screen before So with much paranoia and many reviews I decided to purchase this to protect my phone So far its great I can rest know that my screen is protected and this protector has a lifetime guarantee ,positive
Ive had this same screen protector for my past phones and loved it The ONLY thing that I dont like about this one for the Galaxy S7 is that the sides dont completely adhere to the phone About 4mm not sticking to the phoneas if the phone is beveled So when grabbing my phone with another item in my hand the part not adhered cracked Still better protection than without itand it offers keeping great sensitivity for touch ,positive
The screen protector seems to hold up against drops and scratches Although it does not lay flat on the new Samsung S7s screen I am guessing due to being tempered glass it will not contour to the bend in the cell phones screen This bit of room leaves an error in space for dirt lint and dust to get under the edge of the protector and I am sure over time will cause the adhesive of the protector to stop working ,negative
This is an exceptional product Ithe redefine the next level of screen protector Aside from protecting the screen itseems easy on the eyes and finger motionHowever the installation was horrible The wait time was long plus the installer left an hair between the screen protector and the my cell Never advise if I can return to get it fixedWill not return to this particular best buy and any recommendation ,positive
The Samsung S7 standard model has a slight curve on the edges of the screen It is not a dramatic curve like the Samsung S7 Edge The Zagg InvisibleShield Glass Screen Protector for Samsung Galaxy S7 leaves about 1 centimeter on each side left and right that does not adhere to the screen The screen still functions but eventually the gap under the screen protector is going to fill with dust and lint ,positive
This is a must for any phone I feel It gives you extra protection for your screen I have seen so many phones with the screens shattered because of a simple drop and you cant even use the phone other than answering a call The extra protector saves the phone just in case it hits the floor Phones are so expensive these days and I cant afford to replace them so the protection I get from the protector is so worth it ,positive
I had a great experience with Zagg screen protectors in the past they honor the warranty and customer service is excellent This specific product has a design flaw and the edges do not follow the slight curvature of the screen so it stays up preventing a perfect fit The level of protection though is still amazing Im still a Zagg glass customer but the issue on the edges is the only complain ,positive
I have had InvisibleShield protectors for other phones and know that they will replace the protector is it gets damaged The cons for this one is that with the Galaxy S7 you will end up with a border on the screen Customer support said that it is due to the S7 screen being beveled slightly Also around the border I have to press harder for the phone to recognize my touch ,negative
Although stating that it is for the Galaxy S7 it does not come close to fitting the phone Why a company would make a flat piece of glass to protect a CURVED screen I dont know Why a Best Buy associate would sell this product is also puzzling Very unsatisfied complete waste of time and money Gave it a single star only because at least one star was required ,negative
I have only had the protector on my phone for over a month and its already cracke I havent had any major drops with my phone I thought this product was supposed to be shatterproofI have had other protectors on my phones and tablets that seemed to be able to withstand small drops without scratching chipping or cracking I will definitely be replacing this product through the lifetime warranty in the near future ,negative
I have had TWO of these things crack and break on me and not from falling or being struck or anything Just taking it out of my pocket and there is damage to the sides and once there is one crack like anything glass it just cracks more and more over timeZaggs lifetime warranty is free but you have to pay a minimum of 6 for shipping and I dont want to pay 6 every two months for a screen protector ,negative
The Zagg Glass Screen protector may turn out to be a wonderful protective product But right now I have to rate it soso The reason is that despite the store installing it there is still an edge that did not adhere fully The store said that was normal that despite their best efforts there is usually one corner edge that does that Given how expensive this product is that is most frustrating ,positive
The glass screen protectors are the best I have a big dog who loves to jump up and hug you and hes knocked my phone out my hands so many times hes even hit the screen with his claws Let me tell you Ive had to replace my protector at least 4 times cause its crackedbut my s tual phone screen is fine the glass zagg protector absorbs all the damage so your phone screen doesnt ,positive
Worst screen protector Ive ever owned Day 2 of having it on my new phone I already started noticing little cracks around the edge of the protector A week later my son accidentally dropped a set of keys on top of it and cracked the entire protector and part of my screen At 40 I would expect better protection than that I will never purchase another one of these ,positive
Before I had children I never needed any sort of glass shield product for my phone Ever since having little ones my phone is constantly dropped and this is the best option for it Despite all the drops my glass has NEVER been broken If you get the warranty with ZAGG in which a Best Buy agent hinted I should get they will send you a new one whenever the old one gets to broken up ,negative
This was a replacement purchase My first screen protector lasted almost three yearsbut dropping repeatedly caused a crackwhich didnt have any effect on the phone There was a recent ding as wellso decided to replacejust to be safe This one is working welland Im trying to be more carefultoo ,negative
Zagg InvisibleShield Glass Screen Protector for Samsung Galaxy S7 was an upgrade from an regular plastic feeling screen protector The upgrade was suggested by an employee who asked me to feel the difference from my old cell phone to his cell phone that that the glass protector on it I purchased the Zagg invisibleShied glass screen protector for the new Samsung S7 The feel of the glass protector is solid ,positive
This screen protector was recommended by the sales associate I liked the idea of the glass versus plastic and the lifetime replacement warranty The clarity is fantastic and Im pleased with it so far I have only had the phone etc about a month so havent really tested the limit of the protection as far as dropping and screen breaking but the protection from scratches and daily usage seems very good ,positive
Cracked not too long after I got it I was too lazy to swap it out Had it for less than a year now its so cracked up and chunks missing The edges did not stick down properly yes I cleaned the heck out it first Terrible product I have a decent case on my phone so theres no reason for it to have gotten as cracked up as it is from accidental drops ,negative
I bought this Zagg screen protector for my cell phone It does what it is supposed to doprotect your screen from scratches It is a thicker adhesive plastic but a pain to try to put on the phone yourselfthe staff at Best Buy will put it on your phone for youbut BEWAREthere is an ADDITIONAL 800 CHARGE for the Best Buy staff to put the screen protector on your phone ,negative
I decided to save the 799 cost to have Best Buy install this screen protector BIG MISTAKE The instructions were so confusing and by the time I got the screen placed correctly on my phone there were finger prints at the bottom that would never come out Money totally wasted I have installed other brands with no problem But if you buy this brand at Best Buy let them install it Lesson learned ,negative
Zagg does it my previous screen OB protector had chipped then cracked and I needed to replace Best Buy will even pricematch to Amazon Easy to follow instructions for install Also has lifetime warranty should when it cracks just register on Zagg website Note the glass doesnt fully adhere to the slightly tapered edges of my Samsung Galaxy S7 but hasnt caused any issues Very satisfied ,negative
Because its glass and the edges of the phone are beveled the edges of the screen protector dont adhere to the screen leaving a 2mm gap all the way around I had the plastic version in my hand and the sales girl talked me into getting this one instead because glass is so much better So I trusted her and spent more money on a protector that I had to remove and throw away Total waste of money ,positive
Seemed like a good idea at the time buying something to protect such an expensive phone Within a week of having it in place it had shattered along the edge of the camera after sharing my pocket with a golf tee It since has cracked in a few other areas along the edge The phone itself remains usable and and the screen itself seems undamaged but aesthetically it doesnt look great ,positive
Had this screen about a week before it crackes on the side of my s7 not even an edge S7 A month later it cracked again I signed up for the lifetime warranty but it costs 8 for them to send a new and it costs to hace Best Buy put it onsome lifetime warranty I feel like it protecta my screen well because it is so thick but my fingers are taking a beating from the cracks ,negative
The thought of a glass screen over a plastic one sounded like a great idea since mine was damaged by keys in the same pocket The glass is very good to look at Theres only one flaw transferring of pressure from your finger to the real screen isnt perfect That can be annoying Other than that Im happy with this product ,positive
I bought this product at the same time that I got my phone because of the risks of dropping it I guess it serves its purpose for now The sides of the glass dont stay adhered to the screen because of the screens slight curve So Im sure eventually something will catch one of the raised sides of the glass and either break it or pull it off the phone Dont waste your 40 or so dollars on this ,negative
I have used Zagg since 2006 on all of my mobile devices and have throughly enjoyed the quality While I understand that as of now no glass screen protector will fully fit the curve of the S7 why would you sell this product I am waiting for the release of the new curved glass from Zagg just not happy with the quality and decision to release an inadequate product ,positive
I love Zagg have for a long time But this one really fell short The edges dont lay down because of the slight curve to the phone It messes up the screen and looks down right awful For the price Im angry I emailed customer support through Zagg and they essentially shrugged me off Dont waste your money or time ,negative
Ive never been known to break a screen so I just wanted to get a regular screen protector Unfortunately they only had these 40 glass protectors but I figured I would never have to buy another protector Boy was I wrong It started cracking in two spots around the edge the day after I bought it I never once dropped it to cause it to crack I will not be purchasing this product again ,negative
Do to the edges not making contact with the screen the protector cracks on the edges it cracked the day after it was installed This has happened on mine and my wifes phones We are very careful with our phones and they are always in perfect condition when we trade them in I am waiting for the Zagg new curved lens cover I hope it is replaced with no issues ,negative
I used to trust ZAGG products But after this one I would not buy another ZAGG product for Samsung See my photo The gap is very noticeable on my S7 worse than on my Note 4 There is another one supposed to correct this problem but its only sold on ZAGGs website at higher price ,negative
Any time one uses a cell phone it can become abundantly smudged with fingerprints from texting and all other kinds of air contaminants and debris during a normal daily usage These types of soilings arent easily removed but with a invisible glass shield they can be removed from the screen easier and the brilliance can be returned to the viewing area much better than if the shield werent present ,positive
I bought this thinking it was the new glass protecter for the S7 It isnt So far ZAGG doesnt make a glass screen protecter for this device The one that they did have which I bought doesnt adhere around the perimeter of the phone It does provide protection but wont look right and will get dirt and small particles under the screen I would suggest you get another kind that fits ,positive
This screen protector forms a halo around it It appears as if it was lifted and after a while it started cracking from one side and then from another side Given that they come with a warranty I will be contacting ZAGG to get a replacement but I would give it some time in oder for them to fix this issue I wouldnt recommend anyone to buy it right now Give it some time until ZAGG fixes this problem ,negative
I have always liked Zagg screen protectors but the fit on the Galaxy S7 leaves a little halo on the edges because of the phone design Dirt and lint from my pockets have started to collect under the sides making it a short lived protector if that kind of thing bothers you The durability on the other hand is fantastic the glass screen protectors make me feel much more at ease about accidents ,positive
I always get Zagg screen protectors for my phones as they usually dont disappoint However this one could definitely be better Theres a Halo around the edges of my screen protector due to the S7s slight curve near the edges I have a regular S7 and not a S7 Edge and there is still a slight curve on the sides of the regular S7 With the halo showing dirt will build up under the screen protector ,negative
This item is horrible Zagg and Bestbuy sell an item THEY KNOW isnt going to fit the phone Why this item hasnt been taken off the selling floor is beyond me AFTER you buy it they tell you it doesnt fit the phone rightwell if you know that then get rid of it My cover cracked days after getting it because the cover is flat and the phone is slightly curved at the edges ,negative
I am a huge fan of Zagg shields for most every phone Ive ever owned Unfortunately it does not fit the S7 properly Due to the slight curvature of the S7 screen the screen protector does not adhere solidly around the edges and leaves what they call a halo effect This effect really bothers me and its hard because it leaves a different color than the rest of the screen protector ,negative
Ive used Zagg products for years and cant say enough good about them Their support and lifetime replacement policy is outstanding If the protective cover cracks gets scratched etc you go online or call and they ship a replacement always had mine within 3 days for only the minimal shipping cost Put the new one on and send them back the damaged one in the provided postage paid envelope ,positive
Liked the touch and feel of the glass shield protector however with the S7 not the edge the edge of the screen is still slightly beveled This protector doesnt account for that design and per best buy personnel a known issue Eventually returned the item as there was a halo effect around the perimeter which eventually collected pocket lint and obscured some of the viewing screen ,negative
We didnt notice it at first but after using the glass shield for a while we noticed there was a sensitivity issue when trying to use certain numbers or letters on the keyboard while texting This really bothers me bc I consider myself to text fairly fast and the issues causes me to have to go back and correct a lot before actually sending the text ,negative
Love the glass screen its worth paying Best Buy a few dollars extra to put it on properly my screen is clean and smooth definitely worth the money to protect my screen too many people have broken their screens just make sure you register your screen we use the OtterBox case and put the glass screen on it best protection no problems can hear clearly its wonderful definitely highly recommend ,positive
I dont care about the lifetime warranty Im more worried about the fact that it does not sit flush on the left and right side like others have stated Big 40 disappointment I bought Zagg instead of a cheap Amazon generic for a reason and I was let down ,negative
It was easy to put on and it has stayed on with no issues It is very clear and cleans up easy with a microfiber cloth The only thing that I didnt like is that there is a space around the edge of itOn both the right and left sides there is a 38 or so area where the protector is not on the phone which leaves a noticeable strip on both sides Other than that it has worked good ,positive
The shield itself is great but my daughter broker hers less than a week afterwardyou have to go on line enter the warranty info mail the broken on it you remove it yourself send for shipping and handling and then about a week later it shows up in the mail Then you can install it yourself or go back to the store where the will install it for free Wheeeeeee what a deal ,positive
This screen protector does not fit correctly on the galaxy s7 The screen edge on the galaxy phone is curved just enough to leave a noticable bubble around the entire edge of the phone It does not adhere to the phone completely It has been installed for a couple weeks now and the bubbles have not gone away I would not recommend purchasing this screen protector ,positive
I can honestly say that this product is worth the money I have put the Zagg InvisibleShield Glass Screen Protector on all of our phones I know from experience that they work after accidently dropping my phone the shield cracked which is replaced for free when you reach out to the company but it saved my phone and now that we have to lease phones the Zagg protector is a must ,positive
I had it on my S5 and it was great so I decided to put it on my S7 and it doesnt sit flush on the sides I dont like how it looks but I have kids so what can I do Plus Im not sure its the phone or the shield but my buttons are less sensitive to the touch So I would recommend if you dont mind it not sitting flush and having kids but if your not going to drop your phone dont get it ,positive
Had it installed for two weeks and its already saved the phone My wife dropped her phone and the screen protector took the hit and broke instead of the screen The lifetime warranty is a complete pain in the behind though Almost as cheap to go buy a new protector after all the shipping Ive definitely seen less expensive options out there Still better than 599 for a new phone though ,negative
Had this product installed when I upgraded my phone It didnt seal all the way to the edge of the screen I was told to register for the warranty and then go thru the company to have it replaced for free Have tried a second one with the same issue Not really a free replacement if I have to pay 599 shipping each time Haven ’ t decided if Ill try one more or just go my money back ,positive
They should be ashamed of themselves for even releasing this It doesnt fit the slightly rounded screen of the S7 and I guarantee you they dont have one that fits the edge Within 24 hours the edge of my screen protector was cracked Zaggs fix to this problem was to send me a cheap screen protector They have no idea when the screen protector that fits the phone properly will be released ,negative
This is the best protection for a phone ever I had one on my previous phone I dropped the phone one night while I was getting our of my car It hit the ground face down I couldnt see it so I ended up stepping on it and slide on it across the concrete My actual screen was saved The shield had to be replaced but all I had to pay was SH since I registered my product Super pleased ,positive
The original shield protected my phone when it fell on concrete It cracked and the company offers a lifetime replacement I bought this to put on my phone while waiting to get the replacement shield It came fast and should I break it again I will have one to put right on while getting another replacement Best Buy put it on my phone for me too ,negative
Very disappointed Previous protector lasted over 2 years with barely a scratch Within 1 week this had a sizeable crack across one corner from picking it up by the corner Will be taking advantage of the replacement program Hopefully that will go smoothly and next one well be better as these are rather expensive to have to deal with poor quality My husbands has been good so far ,negative
This Screen Protector cracked only 3 after I purchased the item and it cost 6 or 7 dollars to ship the replacement and then you have to pay to ship the bad one back The last one I got took nearly 18 months to crack when they crack they are usually hard to see unless they are in just the right light even with a cracked screen protector you are still able to do almost everything ,negative
This is the best screen protector if you are a phone dropper With young kids around my phone and accidents happen I have never had a cracked screen The glass cracks if it hits right but you just peel it off and replace it and the actual phone screen underneath is fine I highly recommend this product ,positive
Best Buy charges 8 to place it on my phone SeriouslyPlaced it on my brand new phone Even though they used the rubbersilicone squeegee it still has air bubbles under it in several places Its already chipped on the edge Less than a month oldWorst screen protector Ive purchased and at least double the price of any Ive ever purchased Im not pleased at all ,positive
The salesmen did mention and show me the fit of the Zagg glass on the S7 and while it does not fit flat against the display I am hoping that it does not affect wear although it is a reason for concern I only purchased it 4 days ago so no issues as of yet I was not offered an alternative so I went with it hoping for the best as I was very happy with the Zagg glass for my S5 ,negative
Been using these for years and have broken two of them but the screen is perfectly fine Saves me 110 repair costs every time I break one Their offer of sending you a replacement cover if it breaks is incredible For cost of shipping and handing you get a brand new one Be sure to ask BB to price match as you will find it cheaper elsewhere But BB will match it ,positive
